1.000015,0.001281
0.989105,0.002782
0.978193,0.004268
0.967280,0.005739
0.956365,0.007195
0.945450,0.008635
0.934533,0.010059
0.923614,0.011468
0.912694,0.012861
0.901773,0.014238
0.890851,0.015599
0.879927,0.016944
0.869001,0.018272
0.858074,0.019585
0.847146,0.020880
0.836216,0.022160
0.825285,0.023423
0.814353,0.024669
0.803418,0.025898
0.792483,0.027110
0.781545,0.028305
0.770607,0.029484
0.759666,0.030645
0.748724,0.031788
0.737781,0.032914
0.726836,0.034023
0.715889,0.035114
0.704941,0.036187
0.693991,0.037243
0.683039,0.038280
0.672086,0.039299
0.661131,0.040301
0.650175,0.041284
0.639216,0.042248
0.628256,0.043195
0.617294,0.044122
0.606331,0.045031
0.595366,0.045922
0.584398,0.046793
0.573430,0.047646
0.562459,0.048479
0.551486,0.049293
0.540512,0.050088
0.529536,0.050864
0.518558,0.051620
0.507578,0.052357
0.496600,0.053072
0.485623,0.053766
0.474648,0.054434
0.463676,0.055076
0.452705,0.055688
0.441737,0.056270
0.430772,0.056819
0.419809,0.057334
0.408850,0.057811
0.397893,0.058250
0.386939,0.058647
0.375989,0.059002
0.365042,0.059312
0.354098,0.059575
0.343158,0.059790
0.332222,0.059953
0.321291,0.060064
0.310363,0.060120
0.299439,0.060120
0.288520,0.060061
0.277606,0.059941
0.266696,0.059758
0.255790,0.059512
0.244890,0.059198
0.233995,0.058817
0.223105,0.058364
0.212220,0.057840
0.201341,0.057242
0.190467,0.056567
0.179599,0.055814
0.168736,0.054982
0.157880,0.054067
0.147061,0.053065
0.136301,0.051955
0.125607,0.050713
0.114987,0.049314
0.104447,0.047737
0.093993,0.045958
0.083633,0.043956
0.073370,0.041711
0.063211,0.039200
0.053161,0.036404
0.043250,0.033310
0.033811,0.029930
0.025013,0.026149
0.016905,0.021847
0.009996,0.017210
0.005135,0.012494
0.001778,0.007135
0.000201,0.002004
0.000201,-0.002004
0.001778,-0.007135
0.005135,-0.012494
0.009996,-0.017210
0.016905,-0.021847
0.025013,-0.026149
0.033811,-0.029930
0.043250,-0.033310
0.053161,-0.036404
0.063211,-0.039200
0.073370,-0.041711
0.083633,-0.043956
0.093993,-0.045958
0.104447,-0.047737
0.114987,-0.049314
0.125607,-0.050713
0.136301,-0.051955
0.147061,-0.053065
0.157880,-0.054067
0.168736,-0.054982
0.179599,-0.055814
0.190467,-0.056567
0.201341,-0.057242
0.212220,-0.057840
0.223105,-0.058364
0.233995,-0.058817
0.244890,-0.059198
0.255790,-0.059512
0.266696,-0.059758
0.277606,-0.059941
0.288520,-0.060061
0.299439,-0.060120
0.310363,-0.060120
0.321291,-0.060064
0.332222,-0.059953
0.343158,-0.059790
0.354098,-0.059575
0.365042,-0.059312
0.375989,-0.059002
0.386939,-0.058647
0.397893,-0.058250
0.408850,-0.057811
0.419809,-0.057334
0.430772,-0.056819
0.441737,-0.056270
0.452705,-0.055688
0.463676,-0.055076
0.474648,-0.054434
0.485623,-0.053766
0.496600,-0.053072
0.507578,-0.052357
0.518558,-0.051620
0.529536,-0.050864
0.540512,-0.050088
0.551486,-0.049293
0.562459,-0.048479
0.573430,-0.047646
0.584398,-0.046793
0.595366,-0.045922
0.606331,-0.045031
0.617294,-0.044122
0.628256,-0.043195
0.639216,-0.042248
0.650175,-0.041284
0.661131,-0.040301
0.672086,-0.039299
0.683039,-0.038280
0.693991,-0.037243
0.704941,-0.036187
0.715889,-0.035114
0.726836,-0.034023
0.737781,-0.032914
0.748724,-0.031788
0.759666,-0.030645
0.770607,-0.029484
0.781545,-0.028305
0.792483,-0.027110
0.803418,-0.025898
0.814353,-0.024669
0.825285,-0.023423
0.836216,-0.022160
0.847146,-0.020880
0.858074,-0.019585
0.869001,-0.018272
0.879927,-0.016944
0.890851,-0.015599
0.901773,-0.014238
0.912694,-0.012861
0.923614,-0.011468
0.934533,-0.010059
0.945450,-0.008635
0.956365,-0.007195
0.967280,-0.005739
0.978193,-0.004268
0.989105,-0.002782
1.000015,-0.001281
